Frame_Number,Timestamp_Sec,Face_Detected,Face_Confidence,Landmarks_Detected,Landmark_Count,Pose_Estimated,Yaw_Degrees,Pitch_Degrees,Roll_Degrees,Distance_Meters,Face_Area_Percent,Proximity_Status,Looking_At_Camera,Gaze_Sustained,Gaze_Duration_Sec,Detection_Method,Processing_FPS,Frame_Time_Ms,Classification,Notes
30,7.747,Yes,0.684,Yes,6,Yes,-23.79,130.85,-103.13,1.70,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.6,35.6,True_Positive,
31,7.930,Yes,0.635,Yes,6,Yes,-18.51,134.65,-101.63,1.56,0.00,NONE,Yes,No,0.00,face_yolo_mediapipe,9.3,34.6,True_Positive,
32,8.111,Yes,0.642,Yes,6,Yes,-62.76,-154.06,36.81,1.36,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.5,34.4,True_Positive,
33,8.291,Yes,0.641,Yes,6,Yes,-61.93,-163.07,34.82,1.75,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.6,34.3,True_Positive,
34,8.470,Yes,0.655,Yes,6,Yes,-64.10,-165.52,28.17,1.96,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.7,34.6,True_Positive,
35,8.640,Yes,0.685,Yes,6,Yes,-66.27,-146.95,19.95,1.72,0.00,NONE,No,No,0.00,face_yolo_mediapipe,10.6,34.4,False_Negative,
36,8.811,Yes,0.664,Yes,6,Yes,-66.75,-160.84,32.03,1.89,0.00,NONE,No,No,0.00,face_yolo_mediapipe,10.4,34.6,True_Positive,
37,8.991,Yes,0.656,Yes,6,Yes,-67.69,-150.06,22.81,1.90,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.7,34.8,True_Positive,
38,9.170,Yes,0.686,Yes,6,Yes,-3.80,-91.80,48.47,2.18,0.00,NONE,Yes,No,0.00,face_yolo_mediapipe,9.7,34.6,True_Positive,
39,9.351,Yes,0.709,Yes,6,Yes,-31.33,-73.87,0.63,2.37,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.6,35.0,True_Positive,
40,9.531,Yes,0.718,Yes,6,Yes,-29.32,133.22,-96.54,2.41,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.7,34.6,True_Positive,
41,9.708,Yes,0.723,Yes,6,Yes,-73.74,-155.49,20.36,2.39,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.8,34.4,True_Positive,
42,9.886,Yes,0.714,Yes,6,Yes,-71.03,-164.12,25.94,2.31,0.00,NONE,No,No,0.00,face_yolo_mediapipe,10.0,35.4,True_Positive,
43,10.058,Yes,0.716,Yes,6,Yes,-70.29,-159.50,21.43,2.13,0.00,NONE,No,No,0.00,face_yolo_mediapipe,10.5,34.4,False_Negative,
44,10.236,Yes,0.720,Yes,6,Yes,-68.62,-170.12,33.96,2.06,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.8,34.3,True_Positive,
45,10.416,Yes,0.709,Yes,6,Yes,0.15,-90.52,9.00,2.05,0.00,NONE,Yes,No,0.00,face_yolo_mediapipe,9.7,35.0,True_Positive,
46,10.595,Yes,0.717,Yes,6,Yes,53.76,169.04,-150.32,2.08,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.7,34.2,True_Positive,
47,10.777,Yes,0.723,Yes,6,Yes,-3.51,-92.77,49.53,2.33,0.00,NONE,Yes,No,0.00,face_yolo_mediapipe,9.5,35.0,True_Positive,
48,10.948,Yes,0.709,Yes,6,Yes,-24.17,122.47,-105.76,2.27,0.00,NONE,No,No,0.00,face_yolo_mediapipe,10.5,34.7,True_Positive,
49,11.126,Yes,0.723,Yes,6,Yes,-34.09,133.91,-101.85,2.18,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.8,34.2,True_Positive,
50,11.304,Yes,0.714,Yes,6,Yes,-34.14,132.16,-103.82,2.29,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.8,34.5,True_Positive,
51,11.483,Yes,0.718,Yes,6,Yes,-67.81,-150.99,10.66,2.29,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.7,34.4,True_Positive,
52,11.661,Yes,0.718,Yes,6,Yes,-35.33,133.33,-103.60,2.33,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.7,34.3,True_Positive,
53,11.841,Yes,0.704,Yes,6,Yes,-68.75,-150.71,9.59,2.37,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.6,34.4,True_Positive,
54,12.020,Yes,0.703,Yes,6,Yes,-33.97,131.54,-105.34,2.48,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.7,34.2,True_Positive,
55,12.202,Yes,0.714,Yes,6,Yes,-67.38,-144.07,4.83,2.25,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.4,34.0,True_Positive,
56,12.383,Yes,0.715,Yes,6,Yes,-68.80,-146.28,3.76,2.57,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.6,34.1,True_Positive,
57,12.560,Yes,0.712,Yes,6,Yes,-69.79,-143.30,2.41,2.48,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.8,34.4,True_Positive,
58,12.739,Yes,0.735,Yes,6,Yes,-70.74,-145.50,2.23,2.60,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.8,34.8,True_Positive,
59,12.920,Yes,0.724,Yes,6,Yes,-36.29,133.73,-104.44,2.48,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.6,34.5,True_Positive,
60,13.093,Yes,0.711,Yes,6,Yes,-68.17,-154.67,12.77,2.37,0.00,NONE,No,No,0.00,face_yolo_mediapipe,10.4,34.5,True_Positive,
61,13.272,Yes,0.722,Yes,6,Yes,-70.15,-145.70,3.60,2.45,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.7,34.7,True_Positive,
62,13.449,Yes,0.719,Yes,6,Yes,-70.74,-134.31,-4.02,2.27,0.00,NONE,No,No,0.00,face_yolo_mediapipe,10.0,34.9,True_Positive,
63,13.628,Yes,0.727,Yes,6,Yes,-72.37,-149.37,3.75,2.78,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.8,34.5,True_Positive,
64,13.806,Yes,0.715,Yes,6,Yes,-33.25,134.74,-106.76,2.37,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.9,34.5,True_Positive,
65,13.984,Yes,0.738,Yes,6,Yes,-70.72,-152.43,12.40,2.25,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.9,34.2,True_Positive,
66,14.161,Yes,0.740,Yes,6,Yes,-70.33,-152.07,11.43,2.39,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.9,34.4,True_Positive,
67,14.395,Yes,0.734,Yes,6,Yes,-68.61,-155.57,18.00,2.25,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.7,89.2,True_Positive,
68,14.572,Yes,0.737,Yes,6,Yes,-72.18,-157.46,15.42,2.57,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.9,34.1,True_Positive,
69,14.749,Yes,0.738,Yes,6,Yes,-74.05,-159.02,18.90,2.45,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.9,34.4,True_Positive,
70,14.923,Yes,0.720,Yes,6,Yes,-33.22,136.66,-102.87,2.29,0.00,NONE,No,No,0.00,face_yolo_mediapipe,10.1,34.1,True_Positive,
71,15.104,Yes,0.707,Yes,6,Yes,50.69,177.26,-143.12,2.39,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.5,34.7,True_Positive,
72,15.283,Yes,0.693,Yes,6,Yes,-75.22,-136.87,0.30,2.60,0.00,NONE,No,No,0.00,face_yolo_mediapipe_enh1,10.4,40.1,True_Positive,
73,15.459,Yes,0.681,Yes,6,Yes,-76.81,-148.61,10.04,2.70,0.00,NONE,No,No,0.00,face_yolo_mediapipe,10.0,34.5,True_Positive,
74,15.634,Yes,0.674,Yes,6,Yes,-33.13,131.85,-97.80,2.76,0.00,NONE,No,No,0.00,face_yolo_mediapipe,10.1,34.3,True_Positive,
75,15.815,Yes,0.696,Yes,6,Yes,-82.16,-158.19,20.08,2.70,0.00,NONE,No,No,0.00,face_yolo_mediapipe_enh1,9.8,38.0,True_Positive,
76,15.992,Yes,0.649,Yes,6,Yes,-73.24,178.53,49.05,2.48,0.00,NONE,No,No,0.00,face_yolo_mediapipe,10.1,34.6,True_Positive,
77,16.165,Yes,0.633,Yes,6,Yes,-76.04,177.46,43.93,2.60,0.00,NONE,No,No,0.00,face_yolo_mediapipe,10.1,33.8,True_Positive,
78,16.344,Yes,0.665,Yes,6,Yes,-79.44,-115.09,-26.07,2.87,0.00,NONE,No,No,0.00,face_yolo_mediapipe_enh1,10.2,38.7,True_Positive,
79,16.523,Yes,0.685,Yes,6,Yes,-75.48,-174.64,37.23,2.62,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.9,36.7,True_Positive,
80,16.701,Yes,0.686,Yes,6,Yes,-75.01,-174.68,39.42,2.62,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.9,34.9,True_Positive,
81,16.880,Yes,0.702,Yes,6,Yes,-32.55,-76.18,11.09,2.60,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.8,34.6,True_Positive,
82,17.055,Yes,0.708,Yes,6,Yes,-5.95,173.13,-129.90,2.45,0.00,NONE,Yes,No,0.00,face_yolo_mediapipe,10.0,34.4,True_Positive,
83,17.233,Yes,0.727,Yes,6,Yes,-50.92,157.82,51.24,2.35,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.8,34.4,True_Positive,
84,17.405,Yes,0.739,Yes,6,Yes,-32.83,138.28,-105.05,2.48,0.00,NONE,No,No,0.00,face_yolo_mediapipe,10.6,36.2,True_Positive,
85,17.582,Yes,0.778,Yes,6,Yes,-68.85,-158.11,10.29,2.65,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.9,34.5,True_Positive,
86,17.760,Yes,0.770,Yes,6,Yes,-33.89,137.62,-117.32,2.31,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.9,34.5,True_Positive,
87,17.939,Yes,0.759,Yes,6,Yes,-57.52,-153.39,-3.07,2.84,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.8,35.2,True_Positive,
88,18.116,Yes,0.756,Yes,6,Yes,-46.00,-157.32,0.14,2.20,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.9,34.1,True_Positive,
89,18.296,Yes,0.737,Yes,6,Yes,-40.88,-156.60,0.30,2.13,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.7,35.4,True_Positive,
90,18.473,Yes,0.710,Yes,6,Yes,-34.63,-151.98,-1.65,1.96,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.9,34.3,True_Positive,
91,18.650,Yes,0.708,Yes,6,Yes,-31.43,-154.63,-1.73,1.88,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.8,34.2,True_Positive,
92,18.832,Yes,0.728,Yes,6,Yes,-29.01,-155.19,-1.89,1.82,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.7,36.4,True_Positive,
93,19.013,Yes,0.735,Yes,6,Yes,-23.24,-153.21,-0.92,1.76,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.8,36.2,True_Positive,
94,19.195,Yes,0.707,Yes,6,Yes,-21.43,-154.20,-0.74,1.73,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.5,34.7,True_Positive,
95,19.375,Yes,0.724,Yes,6,Yes,-20.61,-152.21,-2.49,1.74,0.00,NONE,No,No,0.00,face_yolo_mediapipe,9.7,35.7,True_Positive,
96,19.549,Yes,0.733,Yes,6,Yes,-15.94,-151.29,-0.10,1.72,0.00,NONE,Yes,No,0.00,face_yolo_mediapipe,10.5,36.5,True_Positive,
97,19.728,Yes,0.775,Yes,6,Yes,-16.72,-150.26,-0.75,1.70,0.00,NONE,Yes,No,0.17,face_yolo_mediapipe,9.7,35.7,True_Positive,
98,19.908,Yes,0.713,Yes,6,Yes,-12.16,-151.20,1.09,1.71,0.00,NONE,Yes,No,0.35,face_yolo_mediapipe,9.7,35.4,True_Positive,
99,20.092,Yes,0.746,Yes,6,Yes,-12.44,-151.22,0.29,1.70,0.00,NONE,Yes,No,0.53,face_yolo_mediapipe,9.5,36.1,True_Positive,
100,20.273,Yes,0.783,Yes,6,Yes,-12.25,-153.26,-0.10,1.70,0.00,NONE,Yes,No,0.72,face_yolo_mediapipe,9.6,35.3,True_Positive,
101,20.453,Yes,0.745,Yes,6,Yes,-12.16,-152.25,-0.72,1.70,0.00,NONE,Yes,No,0.90,face_yolo_mediapipe,9.8,36.0,True_Positive,
102,20.633,Yes,0.761,Yes,6,Yes,-9.74,-150.86,0.35,1.72,0.00,NONE,Yes,No,1.08,face_yolo_mediapipe,9.8,36.0,True_Positive,
103,20.814,Yes,0.752,Yes,6,Yes,-10.58,-151.67,-0.52,1.72,0.00,NONE,Yes,No,1.26,face_yolo_mediapipe,9.7,35.7,True_Positive,
104,20.994,Yes,0.752,Yes,6,Yes,-8.68,-150.57,0.80,1.71,0.00,NONE,Yes,No,1.44,face_yolo_mediapipe,9.8,35.8,True_Positive,
105,21.174,Yes,0.766,Yes,6,Yes,-6.43,-152.91,2.35,1.73,0.00,NONE,Yes,No,1.62,face_yolo_mediapipe,9.8,36.2,True_Positive,
106,21.355,Yes,0.773,Yes,6,Yes,-6.99,-152.21,1.86,1.76,0.00,NONE,Yes,No,1.80,face_yolo_mediapipe,9.7,36.1,True_Positive,
107,21.535,Yes,0.777,Yes,6,Yes,-8.40,-151.05,0.48,1.76,0.00,NONE,Yes,No,1.98,face_yolo_mediapipe,9.7,35.4,True_Positive,
108,21.709,Yes,0.790,Yes,6,Yes,-10.26,-152.20,-1.18,1.75,0.00,NONE,Yes,No,2.16,face_yolo_mediapipe,10.4,36.2,True_Positive,
109,21.887,Yes,0.758,Yes,6,Yes,-5.26,-154.37,1.67,1.76,0.00,NONE,Yes,No,2.33,face_yolo_mediapipe,9.9,35.6,True_Positive,
110,22.067,Yes,0.759,Yes,6,Yes,-8.33,-152.97,-0.39,1.76,0.00,NONE,Yes,No,2.51,face_yolo_mediapipe,9.8,35.5,True_Positive,
111,22.247,Yes,0.775,Yes,6,Yes,-9.52,-153.38,-0.92,1.80,0.00,NONE,Yes,No,2.69,face_yolo_mediapipe,9.8,36.1,True_Positive,
112,22.426,Yes,0.790,Yes,6,Yes,-5.30,-154.72,1.29,1.78,0.00,NONE,Yes,No,2.87,face_yolo_mediapipe,9.9,36.0,True_Positive,
113,22.605,Yes,0.786,Yes,6,Yes,-9.45,-154.60,-1.06,1.81,0.00,NONE,Yes,Yes,3.05,face_yolo_mediapipe,9.9,35.6,True_Positive,
114,22.784,Yes,0.772,Yes,6,Yes,-6.76,-154.74,0.85,1.81,0.00,NONE,Yes,Yes,3.23,face_yolo_mediapipe,9.9,36.8,True_Positive,
115,22.963,Yes,0.796,Yes,6,Yes,-9.48,-154.38,-0.25,1.84,0.00,NONE,Yes,Yes,3.41,face_yolo_mediapipe,9.8,35.4,True_Positive,
116,23.143,Yes,0.822,Yes,6,Yes,-10.74,-151.91,-1.08,1.82,0.00,NONE,Yes,Yes,3.59,face_yolo_mediapipe,9.8,35.4,True_Positive,
117,23.322,Yes,0.789,Yes,6,Yes,-13.37,-151.87,-1.73,1.84,0.00,NONE,Yes,Yes,3.77,face_yolo_mediapipe,9.9,35.8,True_Positive,
118,23.501,Yes,0.790,Yes,6,Yes,-13.21,-149.92,-1.95,1.85,0.00,NONE,Yes,Yes,3.95,face_yolo_mediapipe,9.8,35.7,True_Positive,
119,23.686,Yes,0.781,Yes,6,Yes,-14.59,-153.06,-2.42,1.88,0.00,NONE,Yes,Yes,4.13,face_yolo_mediapipe,9.5,37.2,True_Positive,
120,23.858,Yes,0.783,Yes,6,Yes,-13.20,-152.11,-1.45,1.90,0.00,NONE,Yes,Yes,4.31,face_yolo_mediapipe,10.4,34.3,True_Positive,
121,24.038,Yes,0.816,Yes,6,Yes,-13.53,-152.21,-0.98,1.91,0.00,NONE,Yes,Yes,4.48,face_yolo_mediapipe,9.7,35.4,True_Positive,
122,24.217,Yes,0.796,Yes,6,Yes,-13.53,-151.72,-0.41,1.94,0.00,NONE,Yes,Yes,4.66,face_yolo_mediapipe,9.9,36.2,True_Positive,
123,24.397,Yes,0.818,Yes,6,Yes,-15.24,-153.29,-1.12,1.96,0.00,NONE,Yes,Yes,4.84,face_yolo_mediapipe,9.8,35.6,True_Positive,
124,24.576,Yes,0.794,Yes,6,Yes,-13.86,-153.76,0.21,1.99,0.00,NONE,Yes,Yes,5.02,face_yolo_mediapipe,9.7,35.3,True_Positive,
125,24.754,Yes,0.787,Yes,6,Yes,-15.13,-153.66,-0.25,1.99,0.00,NONE,Yes,Yes,5.20,face_yolo_mediapipe,9.9,34.8,True_Positive,
126,24.931,Yes,0.779,Yes,6,Yes,-13.20,-154.39,-0.15,2.00,0.00,NONE,Yes,Yes,5.38,face_yolo_mediapipe,9.9,35.7,True_Positive,
127,25.113,Yes,0.797,Yes,6,Yes,-14.74,-156.59,-0.36,2.03,0.00,NONE,Yes,Yes,5.56,face_yolo_mediapipe,9.6,35.4,True_Positive,
128,25.292,Yes,0.827,Yes,6,Yes,-14.61,-156.29,-0.17,2.05,0.00,NONE,Yes,Yes,5.74,face_yolo_mediapipe,9.9,36.3,True_Positive,
129,25.470,Yes,0.804,Yes,6,Yes,-11.07,-155.16,1.49,2.06,0.00,NONE,Yes,Yes,5.92,face_yolo_mediapipe,10.0,36.0,True_Positive,
130,25.648,Yes,0.799,Yes,6,Yes,-16.93,-159.08,-0.32,2.06,0.00,NONE,Yes,Yes,6.09,face_yolo_mediapipe,10.0,35.9,True_Positive,
131,25.827,Yes,0.781,Yes,6,Yes,-11.77,-156.94,1.65,2.11,0.00,NONE,Yes,Yes,6.27,face_yolo_mediapipe,9.8,35.0,True_Positive,
132,26.001,Yes,0.791,Yes,6,Yes,-13.95,-157.31,0.05,2.13,0.00,NONE,Yes,Yes,6.45,face_yolo_mediapipe,10.4,35.3,True_Positive,
133,26.177,Yes,0.794,Yes,6,Yes,-12.41,-158.03,1.45,2.13,0.00,NONE,Yes,Yes,6.63,face_yolo_mediapipe,10.1,36.1,True_Positive,
134,26.355,Yes,0.799,Yes,6,Yes,-16.49,-158.71,-0.65,2.21,0.00,NONE,Yes,Yes,6.80,face_yolo_mediapipe,10.0,36.2,True_Positive,
135,26.532,Yes,0.803,Yes,6,Yes,-10.61,-159.35,2.04,2.21,0.00,NONE,Yes,Yes,6.98,face_yolo_mediapipe,10.0,35.5,True_Positive,
136,26.709,Yes,0.782,Yes,6,Yes,-12.93,-160.24,0.15,2.23,0.00,NONE,Yes,Yes,7.16,face_yolo_mediapipe,10.1,35.5,True_Positive,
137,26.886,Yes,0.768,Yes,6,Yes,-13.78,-158.35,-0.22,2.25,0.00,NONE,Yes,Yes,7.33,face_yolo_mediapipe,10.1,35.7,True_Positive,
138,27.062,Yes,0.771,Yes,6,Yes,-16.19,-159.99,-1.39,2.25,0.00,NONE,Yes,Yes,7.51,face_yolo_mediapipe,10.2,35.3,True_Positive,
139,27.239,Yes,0.797,Yes,6,Yes,-13.82,-157.83,-0.71,2.29,0.00,NONE,Yes,Yes,7.69,face_yolo_mediapipe,10.0,35.4,True_Positive,
140,27.416,Yes,0.789,Yes,6,Yes,-11.12,-158.27,0.02,2.31,0.00,NONE,Yes,Yes,7.86,face_yolo_mediapipe,10.1,35.8,True_Positive,
141,27.592,Yes,0.791,Yes,6,Yes,-11.92,-160.28,-0.25,2.33,0.00,NONE,Yes,Yes,8.04,face_yolo_mediapipe,10.1,35.3,True_Positive,
142,27.768,Yes,0.796,Yes,6,Yes,-10.14,-159.17,0.02,2.37,0.00,NONE,Yes,Yes,8.22,face_yolo_mediapipe,10.2,35.4,True_Positive,
143,27.947,Yes,0.806,Yes,6,Yes,-11.89,-158.62,-1.20,2.39,0.00,NONE,Yes,Yes,8.39,face_yolo_mediapipe,10.0,36.4,True_Positive,
144,28.119,Yes,0.798,Yes,6,Yes,-12.99,-158.18,-1.83,2.43,0.00,NONE,Yes,Yes,8.57,face_yolo_mediapipe,10.8,36.6,True_Positive,
145,28.294,Yes,0.805,Yes,6,Yes,-8.66,-162.18,0.06,2.41,0.00,NONE,Yes,Yes,8.74,face_yolo_mediapipe,10.4,35.9,True_Positive,
146,28.472,Yes,0.773,Yes,6,Yes,-12.85,-161.48,-1.90,2.50,0.00,NONE,Yes,Yes,8.92,face_yolo_mediapipe,9.9,35.8,True_Positive,
147,28.648,Yes,0.786,Yes,6,Yes,-13.42,-162.03,-1.83,2.43,0.00,NONE,Yes,Yes,9.10,face_yolo_mediapipe,10.1,35.7,True_Positive,
148,28.826,Yes,0.789,Yes,6,Yes,-11.92,-163.94,-1.22,2.45,0.00,NONE,Yes,Yes,9.27,face_yolo_mediapipe,10.1,36.1,True_Positive,
149,29.001,Yes,0.784,Yes,6,Yes,-14.62,-163.05,-2.62,2.50,0.00,NONE,Yes,Yes,9.45,face_yolo_mediapipe,10.3,35.6,True_Positive,
150,29.173,Yes,0.841,Yes,6,Yes,-14.32,-160.25,-3.74,2.55,0.00,NONE,Yes,Yes,9.63,face_yolo_mediapipe,10.3,34.1,True_Positive,
151,29.350,Yes,0.814,Yes,6,Yes,-15.78,-162.82,-4.97,2.52,0.00,NONE,Yes,Yes,9.80,face_yolo_mediapipe,10.1,35.9,True_Positive,
152,29.526,Yes,0.792,Yes,6,Yes,-7.79,-165.32,-2.49,2.50,0.00,NONE,Yes,Yes,9.98,face_yolo_mediapipe,10.2,35.7,True_Positive,
153,29.701,Yes,0.792,Yes,6,Yes,-14.76,-164.35,-6.09,2.52,0.00,NONE,Yes,Yes,10.15,face_yolo_mediapipe,10.3,35.6,True_Positive,
154,29.877,Yes,0.793,Yes,6,Yes,-13.45,-161.80,-5.51,2.52,0.00,NONE,Yes,Yes,10.33,face_yolo_mediapipe,10.2,35.4,True_Positive,
155,30.057,Yes,0.788,Yes,6,Yes,-9.15,-165.90,-3.65,2.55,0.00,NONE,Yes,Yes,10.50,face_yolo_mediapipe,9.7,36.1,True_Positive,
